location_id,alertListId,alertTitle,alertDetail,alertDate,active
275092,709,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",5/12/22,TRUE
651814,710,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",6/12/22,TRUE
566690,711,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",7/12/22,TRUE
265341,712,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",8/12/22,TRUE
721542,713,"""New In""","""Covid19 Entry Requirements for Travellers to China""",9/12/22,TRUE
918716,714,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",10/12/22,TRUE
576476,715,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",11/12/22,TRUE
920686,716,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",12/12/22,TRUE
548075,717,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",13/12/22,TRUE
930480,718,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",14/12/22,TRUE
616005,719,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",15/12/22,TRUE
202756,720,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",16/12/22,TRUE
255802,721,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",17/12/22,TRUE
861956,722,"""New In""","""Covid19 Entry Requirements for Travellers to China""",18/12/22,TRUE
543687,723,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",19/12/22,TRUE
977768,724,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",20/12/22,TRUE
986544,725,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",21/12/22,TRUE
550288,726,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",22/12/22,TRUE
872676,727,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",23/12/22,TRUE
539850,728,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",24/12/22,TRUE
476735,729,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",25/12/22,TRUE
243464,730,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",26/12/22,TRUE
667971,731,"""New In""","""Covid19 Entry Requirements for Travellers to China""",27/12/22,TRUE
362382,732,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",28/12/22,TRUE
488908,733,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",29/12/22,TRUE
764084,734,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",30/12/22,TRUE
775435,735,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",31/12/22,TRUE
164653,736,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",1/1/23,TRUE
571718,737,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",2/1/23,TRUE
941846,738,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",3/1/23,TRUE
180564,739,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",4/1/23,TRUE
333235,740,"""New In""","""Covid19 Entry Requirements for Travellers to China""",5/1/23,TRUE
674475,741,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",6/1/23,TRUE
406681,742,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",7/1/23,TRUE
980813,743,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",8/1/23,TRUE
818895,744,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",9/1/23,TRUE
418930,745,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",10/1/23,TRUE
139353,746,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",11/1/23,TRUE
178182,747,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",12/1/23,TRUE
883542,748,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",13/1/23,TRUE
133249,749,"""New In""","""Covid19 Entry Requirements for Travellers to China""",14/1/23,TRUE
823008,750,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",15/1/23,TRUE
586878,751,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",16/1/23,TRUE
702547,752,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",17/1/23,TRUE
451190,753,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",18/1/23,TRUE
168054,754,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",19/1/23,TRUE
993075,755,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",20/1/23,TRUE
391565,756,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",21/1/23,TRUE
448482,757,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",22/1/23,TRUE
328272,758,"""New In""","""Covid19 Entry Requirements for Travellers to China""",23/1/23,TRUE
302843,759,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",24/1/23,TRUE
149345,760,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",25/1/23,TRUE
529811,761,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",26/1/23,TRUE
473630,762,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",27/1/23,TRUE
245021,763,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",28/1/23,TRUE
711335,764,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",29/1/23,TRUE
879290,765,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",30/1/23,TRUE
614100,766,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",31/1/23,TRUE
960642,767,"""New In""","""Covid19 Entry Requirements for Travellers to China""",1/2/23,TRUE
248258,768,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",2/2/23,TRUE
630024,769,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",3/2/23,TRUE
607906,770,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",4/2/23,TRUE
832032,771,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",5/2/23,TRUE
442806,772,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",6/2/23,TRUE
388482,773,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",7/2/23,TRUE
460273,774,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",8/2/23,TRUE
800870,775,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",9/2/23,TRUE
513447,776,"""New In""","""Covid19 Entry Requirements for Travellers to China""",10/2/23,TRUE
817688,777,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",11/2/23,TRUE
397850,778,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",12/2/23,TRUE
954572,779,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",13/2/23,TRUE
563008,780,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",14/2/23,TRUE
830736,781,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",15/2/23,TRUE
735952,782,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",16/2/23,TRUE
214662,783,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",17/2/23,TRUE
329668,784,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",18/2/23,TRUE
154161,785,"""New In""","""Covid19 Entry Requirements for Travellers to China""",19/2/23,TRUE
805467,786,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",20/2/23,TRUE
254989,787,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",21/2/23,TRUE
123040,788,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",22/2/23,TRUE
787631,789,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",23/2/23,TRUE
853953,790,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",24/2/23,TRUE
669251,791,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",25/2/23,TRUE
356326,792,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",26/2/23,TRUE
812704,793,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",27/2/23,TRUE
919944,794,"""New In""","""Covid19 Entry Requirements for Travellers to China""",28/2/23,TRUE
636833,795,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",1/3/23,TRUE
117702,796,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",2/3/23,TRUE
723027,797,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",3/3/23,TRUE
928623,798,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",4/3/23,TRUE
289062,799,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",5/3/23,TRUE
721882,800,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",6/3/23,TRUE
931036,801,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",7/3/23,TRUE
396700,802,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",8/3/23,TRUE
470563,803,"""New In""","""Covid19 Entry Requirements for Travellers to China""",9/3/23,TRUE
889773,804,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",10/3/23,TRUE
124226,805,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",11/3/23,TRUE
662724,806,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",12/3/23,TRUE
703292,807,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",13/3/23,TRUE
668626,808,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",14/3/23,TRUE
874818,809,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",15/3/23,TRUE
386124,810,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",16/3/23,TRUE
354194,811,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",17/3/23,TRUE
234849,812,"""New In""","""Covid19 Entry Requirements for Travellers to China""",18/3/23,TRUE
495099,813,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",19/3/23,TRUE
627417,814,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",20/3/23,TRUE
216569,815,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",21/3/23,TRUE
802087,816,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",22/3/23,TRUE
546745,817,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",23/3/23,TRUE
520796,818,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",24/3/23,TRUE
582558,819,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",25/3/23,TRUE
947075,820,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",26/3/23,TRUE
270659,821,"""New In""","""Covid19 Entry Requirements for Travellers to China""",27/3/23,TRUE
921341,822,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",28/3/23,TRUE
673572,823,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",29/3/23,TRUE
299470,824,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",30/3/23,TRUE
646104,825,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",31/3/23,TRUE
107202,826,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",1/4/23,TRUE
685272,827,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",2/4/23,TRUE
299826,828,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",3/4/23,TRUE
734206,829,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",4/4/23,TRUE
464773,830,"""New In""","""Covid19 Entry Requirements for Travellers to China""",5/4/23,TRUE
368208,831,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",6/4/23,TRUE
749274,832,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",7/4/23,TRUE
365776,833,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",8/4/23,TRUE
883792,834,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",9/4/23,TRUE
332329,835,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",10/4/23,TRUE
533225,836,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",11/4/23,TRUE
878870,837,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",12/4/23,TRUE
929149,838,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",13/4/23,TRUE
775470,839,"""New In""","""Covid19 Entry Requirements for Travellers to China""",14/4/23,TRUE
624750,840,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",15/4/23,TRUE
646955,841,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",16/4/23,TRUE
223752,842,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",17/4/23,TRUE
127774,843,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",18/4/23,TRUE
929233,844,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",19/4/23,TRUE
464752,845,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",20/4/23,TRUE
881534,846,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",21/4/23,TRUE
106178,847,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",22/4/23,TRUE
682996,848,"""New In""","""Covid19 Entry Requirements for Travellers to China""",23/4/23,TRUE
353283,849,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",24/4/23,TRUE
974813,850,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",25/4/23,TRUE
179822,851,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",26/4/23,TRUE
163196,852,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",27/4/23,TRUE
859547,853,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",28/4/23,TRUE
709313,854,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",29/4/23,TRUE
937732,855,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",30/4/23,TRUE
859537,856,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",1/5/23,TRUE
687799,857,"""New In""","""Covid19 Entry Requirements for Travellers to China""",2/5/23,TRUE
276973,858,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",3/5/23,TRUE
416449,859,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",4/5/23,TRUE
244341,860,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",5/5/23,TRUE
276020,861,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",6/5/23,TRUE
103295,862,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",7/5/23,TRUE
386321,863,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",8/5/23,TRUE
143825,864,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",9/5/23,TRUE
848324,865,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",10/5/23,TRUE
913550,866,"""New In""","""Covid19 Entry Requirements for Travellers to China""",11/5/23,TRUE
954319,867,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",12/5/23,TRUE
814387,868,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",13/5/23,TRUE
731351,869,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",14/5/23,TRUE
277211,870,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",15/5/23,TRUE
684758,871,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",16/5/23,TRUE
559861,872,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",17/5/23,TRUE
326756,873,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",18/5/23,TRUE
611026,874,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",19/5/23,TRUE
730256,875,"""New In""","""Covid19 Entry Requirements for Travellers to China""",20/5/23,TRUE
578088,876,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",21/5/23,TRUE
339777,877,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",22/5/23,TRUE
930672,878,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",23/5/23,TRUE
404607,879,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",24/5/23,TRUE
816822,880,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",25/5/23,TRUE
946557,881,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",26/5/23,TRUE
259045,882,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",27/5/23,TRUE
501841,883,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",28/5/23,TRUE
869944,884,"""New In""","""Covid19 Entry Requirements for Travellers to China""",29/5/23,TRUE
967384,885,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",30/5/23,TRUE
417766,886,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",31/5/23,TRUE
186882,887,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",1/6/23,TRUE
648906,888,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",2/6/23,TRUE
375036,889,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",3/6/23,TRUE
924078,890,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",4/6/23,TRUE
830502,891,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",5/6/23,TRUE
830818,892,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",6/6/23,TRUE
285488,893,"""New In""","""Covid19 Entry Requirements for Travellers to China""",7/6/23,TRUE
575073,894,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",8/6/23,TRUE
877630,895,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",9/6/23,TRUE
240911,896,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",10/6/23,TRUE
114727,897,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",11/6/23,TRUE
388545,898,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",12/6/23,TRUE
469694,899,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",13/6/23,TRUE
689422,900,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",14/6/23,TRUE
689897,901,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",15/6/23,TRUE
997365,902,"""New In""","""Covid19 Entry Requirements for Travellers to China""",16/6/23,TRUE
132921,903,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",17/6/23,TRUE
780620,904,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",18/6/23,TRUE
731271,905,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",19/6/23,TRUE
976336,906,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",20/6/23,TRUE
193176,907,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",21/6/23,TRUE
916564,908,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",22/6/23,TRUE
482154,909,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",23/6/23,TRUE
450428,910,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",24/6/23,TRUE
215036,911,"""New In""","""Covid19 Entry Requirements for Travellers to China""",25/6/23,TRUE
298183,912,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",26/6/23,TRUE
450748,913,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",27/6/23,TRUE
747467,914,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",28/6/23,TRUE
769154,915,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",29/6/23,TRUE
802781,916,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",30/6/23,TRUE
181253,917,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",1/7/23,TRUE
360719,918,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",2/7/23,TRUE
388933,919,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",3/7/23,TRUE
420570,920,"""New In""","""Covid19 Entry Requirements for Travellers to China""",4/7/23,TRUE
420652,921,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",5/7/23,TRUE
844189,922,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",6/7/23,TRUE
608355,923,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",7/7/23,TRUE
546910,924,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",8/7/23,TRUE
882220,925,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",9/7/23,TRUE
825690,926,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",10/7/23,TRUE
455424,927,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",11/7/23,TRUE
774474,928,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",12/7/23,TRUE
647170,929,"""New In""","""Covid19 Entry Requirements for Travellers to China""",13/7/23,TRUE
339640,930,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",14/7/23,TRUE
852291,931,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",15/7/23,TRUE
944997,932,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",16/7/23,TRUE
536567,933,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",17/7/23,TRUE
450320,934,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",18/7/23,TRUE
649942,935,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",19/7/23,TRUE
561727,936,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",20/7/23,TRUE
459948,937,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",21/7/23,TRUE
277520,938,"""New In""","""Covid19 Entry Requirements for Travellers to China""",22/7/23,TRUE
436033,939,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",23/7/23,TRUE
843680,940,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",24/7/23,TRUE
111115,941,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",25/7/23,TRUE
807184,942,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",26/7/23,TRUE
557104,943,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",27/7/23,TRUE
949854,944,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",28/7/23,TRUE
